year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand
2018,740000,38817,Diesel,Dealer,Manual,First Owner,33.0,1248.0,74.0,190.0,5.0,Maruti
2015,575000,50000,Petrol,Individual,Automatic,First Owner,25.675675675675677,1199.0,88.7,110.0,5.0,Honda
2016,377000,80000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2010,135000,95000,Petrol,Individual,Manual,Third Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2016,750000,35000,Diesel,Individual,Manual,First Owner,24.63855421686747,1461.0,83.8,200.0,5.0,Nissan
2009,130000,80000,Petrol,Individual,Manual,Third Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2016,750000,35000,Diesel,Individual,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2016,2150000,30000,Diesel,Dealer,Automatic,First Owner,27.337349397590366,1995.0,190.0,400.0,5.0,BMW
2018,749000,30000,Diesel,Individual,Manual,First Owner,25.903614457831328,1497.0,108.5,260.0,5.0,Tata
2013,375000,88200,Diesel,Individual,Manual,First Owner,27.951807228915662,1248.0,73.94,190.0,5.0,Maruti
2008,100000,66530,Petrol,Individual,Manual,Second Owner,25.54054054054054,1061.0,67.0,84.0,5.0,Maruti
2013,2450000,60000,Diesel,Individual,Automatic,First Owner,19.710843373493976,2179.0,187.7,450.0,5.0,Jaguar
2015,575000,60000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2012,350000,52000,Diesel,Individual,Manual,Third Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2008,99000,205000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,69.0,135.0,5.0,Tata
2009,1000000,80000,Petrol,Individual,Automatic,Third Owner,14.77027027027027,3498.0,272.0,355.0,5.0,Mercedes-Benz
2015,210000,210000,Petrol,Individual,Manual,Second Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2006,300000,140000,Diesel,Individual,Manual,Second Owner,15.421686746987953,2494.0,102.0,200.0,8.0,Toyota
1994,99000,100000,Diesel,Individual,Manual,Second Owner,15.421686746987953,1995.0,52.0,106.0,5.0,Ambassador
2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,16.3855421686747,1999.0,177.0,430.0,5.0,Jaguar
2007,142000,97000,Petrol,Individual,Manual,First Owner,22.432432432432435,1388.0,68.0,159.80392156862746,5.0,Ford
2016,300000,40000,Petrol,Individual,Manual,First Owner,24.527027027027025,1198.0,82.0,115.0,6.0,Mahindra
2018,580000,10000,Petrol,Individual,Manual,First Owner,31.216216216216218,998.0,67.04,90.0,5.0,Maruti
2014,217000,50000,Diesel,Individual,Manual,First Owner,,,,,,Maruti
2017,1600000,33000,Petrol,Dealer,Automatic,Second Owner,19.864864864864863,1798.0,177.5,250.0,5.0,Skoda
2015,371000,40000,Petrol,Individual,Manual,First Owner,24.594594594594593,1199.0,82.4,108.5,5.0,Chevrolet
2017,280000,50000,Petrol,Individual,Manual,Second Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2011,70000,40000,Petrol,Individual,Manual,First Owner,35.13513513513514,624.0,35.0,47.05882352941177,4.0,Tata
2010,260000,60000,Petrol,Individual,Manual,First Owner,27.513513513513512,1197.0,78.9,111.7,5.0,Hyundai
2014,400000,50000,Petrol,Individual,Manual,First Owner,25.810810810810814,1197.0,85.8,114.0,5.0,Maruti
2017,500000,20000,Petrol,Individual,Manual,First Owner,16.162162162162165,1298.0,80.0,103.0,8.0,Maruti
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,15.650602409638555,2494.0,100.6,200.0,7.0,Toyota
2019,360000,25000,Petrol,Individual,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2011,190000,70000,Petrol,Individual,Manual,Third Owner,,,,,,Maruti
2017,450000,25000,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2017,1300000,50000,Diesel,Individual,Manual,Second Owner,18.55421686746988,1997.0,120.0,280.0,7.0,Mahindra
2017,325000,5000,Petrol,Individual,Manual,Second Owner,24.527027027027025,1198.0,82.0,115.0,6.0,Mahindra
2015,1000000,46000,Diesel,Individual,Manual,First Owner,29.518072289156628,1498.0,98.6,200.0,7.0,Honda
2012,525000,120000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2014,360000,70000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2011,325000,53287,Petrol,Dealer,Manual,First Owner,,,,,,Ford
2016,375000,34500,Petrol,Individual,Manual,First Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2012,750000,50171,Petrol,Dealer,Automatic,First Owner,15.0,2354.0,158.8,218.0,5.0,Honda
2018,825000,71500,Diesel,Dealer,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2009,150000,55000,Petrol,Individual,Manual,First Owner,19.72972972972973,1368.0,88.7,115.0,5.0,Fiat
2012,200000,80000,Diesel,Individual,Manual,Second Owner,25.060240963855424,1461.0,65.0,160.0,5.0,Mahindra
2017,560000,21500,Petrol,Individual,Automatic,First Owner,26.135135135135137,1198.0,76.0,104.0,5.0,Nissan
2015,625000,70670,Petrol,Trustmark Dealer,Automatic,First Owner,22.2972972972973,1499.0,110.0,140.0,5.0,Ford
2016,400000,30000,Petrol,Individual,Manual,First Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2019,2700000,10000,Diesel,Individual,Automatic,First Owner,16.626506024096386,2999.0,174.57,380.0,7.0,Isuzu
2014,300000,60000,Diesel,Individual,Manual,First Owner,28.91566265060241,1120.0,70.0,160.0,5.0,Hyundai
2010,320000,100000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2003,55599,36088,Petrol,Individual,Manual,First Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2011,430000,120000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2014,330000,100000,Diesel,Individual,Manual,Second Owner,23.710843373493976,1399.0,67.0,160.0,5.0,Ford
2016,550000,120000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,9.0,Mahindra
2018,810000,30000,Diesel,Individual,Manual,Second Owner,27.710843373493976,1498.0,98.96,205.0,5.0,Ford
2018,750000,15000,Petrol,Individual,Manual,First Owner,28.513513513513516,998.0,100.5,150.0,5.0,Maruti
2017,310000,54000,Petrol,Individual,Manual,First Owner,33.37837837837838,796.0,47.3,69.0,5.0,Maruti
2011,300000,120000,Diesel,Individual,Manual,Third Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2016,1850000,33000,Diesel,Individual,Manual,First Owner,16.481927710843372,2393.0,147.8,343.0,7.0,Toyota
2018,740000,38817,Diesel,Dealer,Manual,First Owner,33.0,1248.0,74.0,190.0,5.0,Maruti
2018,580000,32000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2009,185000,138000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2012,420000,50000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2011,190000,47000,Petrol,Individual,Manual,First Owner,25.0,1197.0,85.8,114.0,5.0,Maruti
2013,200000,70000,Petrol,Individual,Manual,First Owner,25.135135135135137,1199.0,79.4,108.0,5.0,Chevrolet
2015,351000,45000,Petrol,Dealer,Manual,Second Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2016,745000,70000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2015,550000,80000,Diesel,Individual,Manual,Second Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2016,500000,40000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2014,260000,40000,Petrol,Individual,Manual,First Owner,22.702702702702705,796.0,34.2,59.0,5.0,Maruti
2010,305000,175000,Diesel,Individual,Manual,Third Owner,21.44578313253012,1248.0,75.0,190.0,5.0,Maruti
2017,280000,31000,Petrol,Individual,Manual,Second Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2017,1550000,87500,Diesel,Individual,Manual,First Owner,20.60240963855422,1956.0,170.0,350.0,5.0,Jeep
2017,310000,35000,Petrol,Individual,Manual,Second Owner,33.37837837837838,796.0,47.3,69.0,5.0,Maruti
2009,125000,50000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1061.0,67.0,84.0,5.0,Maruti
2013,325000,70000,Diesel,Individual,Manual,Third Owner,26.3855421686747,1396.0,88.76,219.6,5.0,Hyundai
2007,80000,63000,Petrol,Individual,Automatic,Third Owner,25.54054054054054,1061.0,67.0,84.0,5.0,Maruti
2009,150000,150000,Diesel,Individual,Manual,Fourth & Above Owner,13.93975903614458,2179.0,138.1,320.0,7.0,Tata
2005,151000,200000,Diesel,Individual,Manual,Second Owner,12.650602409638555,2179.0,120.0,290.0,8.0,Mahindra
2018,900000,60000,Diesel,Individual,Manual,First Owner,18.55421686746988,2523.0,75.0,200.0,7.0,Mahindra
2017,6000000,37000,Diesel,Dealer,Automatic,First Owner,16.265060240963855,2987.0,254.79,620.0,5.0,Mercedes-Benz
2013,400000,60000,Diesel,Individual,Manual,Second Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2011,195000,46000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2010,250000,63000,Petrol,Individual,Manual,First Owner,25.135135135135137,1199.0,79.4,108.0,5.0,Chevrolet
2014,220000,60000,Petrol,Individual,Manual,Second Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2011,250000,70000,Diesel,Individual,Manual,First Owner,22.89156626506024,1248.0,90.0,200.0,5.0,Tata
2003,150000,40000,Petrol,Individual,Manual,Third Owner,19.18918918918919,1597.0,92.0,130.0,5.0,Ford
2015,350000,58500,Petrol,Individual,Manual,First Owner,25.0,1197.0,85.8,114.0,5.0,Maruti
2015,1050000,90000,Diesel,Individual,Manual,First Owner,18.55421686746988,2179.0,120.0,280.0,7.0,Mahindra
2016,649000,70000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2011,290000,77000,Diesel,Individual,Manual,Second Owner,,,,,,Maruti
2019,721000,9400,Petrol,Dealer,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2018,4600000,7976,Diesel,Individual,Automatic,First Owner,21.566265060240962,2143.0,170.0,400.0,5.0,Mercedes-Benz
2017,400000,30000,Diesel,Individual,Manual,First Owner,30.506024096385545,1198.0,77.0,190.0,6.0,Mahindra
2018,400000,40000,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2016,791000,190000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2009,180000,90000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1061.0,67.0,84.0,5.0,Maruti
2015,200000,50000,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2013,450000,24019,Diesel,Individual,Manual,First Owner,27.59036144578313,1248.0,74.0,190.0,5.0,Maruti
2020,679000,5000,Diesel,Individual,Manual,First Owner,,2523.0,70.0,200.0,2.0,Mahindra
2015,335000,120000,Petrol,Individual,Manual,First Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2017,1445000,60000,Diesel,Individual,Automatic,First Owner,21.204819277108438,2179.0,153.86,400.0,7.0,Tata
2016,620000,120000,Diesel,Individual,Manual,First Owner,16.36144578313253,2499.0,72.4,171.0,10.0,Chevrolet
2017,1850000,18890,Diesel,Dealer,Automatic,First Owner,13.686746987951807,2755.0,171.5,360.0,7.0,Toyota
2010,130000,120000,Diesel,Individual,Manual,First Owner,20.481927710843376,1405.0,70.0,132.3529411764706,5.0,Tata
2018,825000,35000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2011,800000,197000,Diesel,Individual,Manual,First Owner,15.421686746987953,2494.0,102.0,200.0,7.0,Toyota
2017,800000,70000,Diesel,Individual,Manual,First Owner,30.722891566265062,1498.0,98.6,200.0,5.0,Honda
2015,590000,50000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2010,210000,200000,Petrol,Individual,Manual,First Owner,23.64864864864865,1197.0,85.8,114.0,5.0,Maruti
2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,27.513513513513512,1197.0,78.9,111.7,5.0,Hyundai
2010,150000,39000,Petrol,Individual,Manual,First Owner,22.837837837837835,1061.0,64.9,84.31372549019608,5.0,Maruti
2010,200000,80000,LPG,Individual,Manual,Second Owner,13.45,1086.0,62.1,96.1,5.0,Hyundai
2016,200000,110000,Diesel,Individual,Manual,Second Owner,30.120481927710845,1396.0,69.0,140.0,5.0,Tata
2014,610000,21000,Petrol,Individual,Manual,First Owner,21.64864864864865,1373.0,93.7,130.0,7.0,Maruti
2015,850000,59235,Diesel,Dealer,Manual,First Owner,23.698795180722893,1582.0,126.2,259.9,5.0,Hyundai
2017,650000,20000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2017,500000,62960,Diesel,Dealer,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2019,480000,7600,Petrol,Individual,Manual,First Owner,29.22972972972973,998.0,67.0,90.0,5.0,Maruti
2013,371000,67082,Petrol,Dealer,Manual,Second Owner,28.662162162162165,1197.0,81.8,113.0,5.0,Maruti
2012,250000,100000,Diesel,Individual,Manual,Second Owner,,,,,,Tata
2012,600000,75000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2013,360000,81000,Diesel,Individual,Manual,Second Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
2012,278000,120000,Diesel,Individual,Manual,Second Owner,28.42168674698795,1364.0,67.1,170.0,5.0,Toyota
2000,50000,180000,Petrol,Individual,Manual,Fourth & Above Owner,23.37837837837838,993.0,60.0,78.0,5.0,Maruti
2012,190000,65000,Petrol,Individual,Manual,First Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2015,650000,80000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,16.3855421686747,1999.0,177.0,430.0,5.0,Jaguar
2016,750000,50000,Petrol,Individual,Automatic,First Owner,24.324324324324326,1497.0,117.3,145.0,5.0,Honda
2016,610000,110000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
1999,40000,40000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2017,880000,65000,Diesel,Individual,Manual,First Owner,24.072289156626507,1461.0,108.5,245.0,8.0,Renault
2013,550000,240000,Diesel,Individual,Manual,First Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2016,839000,63000,Diesel,Dealer,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2014,480000,54891,Diesel,Dealer,Manual,First Owner,28.42168674698795,1364.0,67.04,170.0,5.0,Toyota
2010,250000,110000,Diesel,Individual,Manual,Second Owner,25.421686746987955,1248.0,73.9,190.0,5.0,Maruti
2018,595000,28000,Petrol,Individual,Manual,Second Owner,22.972972972972972,1198.0,108.5,170.0,5.0,Tata
2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,21.987951807228917,1968.0,187.74,400.0,5.0,Audi
2013,325000,100000,Diesel,Individual,Manual,First Owner,31.084337349397593,1498.0,98.6,200.0,5.0,Honda
2012,250000,44588,Petrol,Dealer,Manual,First Owner,28.513513513513516,814.0,55.2,74.5,5.0,Hyundai
2011,210000,50000,Petrol,Individual,Manual,Second Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2014,400000,50074,Diesel,Individual,Manual,First Owner,28.91566265060241,1120.0,70.0,160.0,5.0,Hyundai
2015,250000,80000,Diesel,Individual,Manual,Second Owner,23.0,1405.0,69.01,135.0,5.0,Tata
2007,480000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,19.36144578313253,1995.0,181.0,380.0,5.0,BMW
2017,525000,70000,Petrol,Individual,Manual,First Owner,28.175675675675677,1197.0,83.14,115.0,5.0,Maruti
2009,190000,100000,Diesel,Individual,Manual,Second Owner,21.44578313253012,1399.0,67.0,160.0,5.0,Ford
1998,58000,80000,Petrol,Individual,Manual,Third Owner,23.37837837837838,993.0,60.0,78.0,5.0,Maruti
2011,450000,150000,Diesel,Individual,Manual,Fourth & Above Owner,16.265060240963855,2179.0,115.0,277.5,5.0,Mahindra
2017,650000,8000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2017,350000,50000,Petrol,Individual,Automatic,First Owner,27.716216216216218,998.0,67.0,90.0,5.0,Maruti
2015,615000,80000,Diesel,Individual,Manual,First Owner,27.433734939759038,1498.0,98.59,205.0,5.0,Ford
2013,250000,90000,Diesel,Individual,Manual,Third Owner,31.084337349397593,1498.0,98.6,200.0,5.0,Honda
2017,670000,70000,Diesel,Individual,Manual,First Owner,29.27710843373494,1248.0,88.5,200.0,5.0,Maruti
2013,800000,80000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.0,200.0,7.0,Toyota
2018,535000,31000,Petrol,Dealer,Automatic,First Owner,32.486486486486484,999.0,67.0,91.0,5.0,Renault
2017,1465000,62000,Diesel,Dealer,Automatic,First Owner,13.686746987951807,2755.0,171.5,360.0,7.0,Toyota
2014,620000,148000,Diesel,Individual,Manual,Second Owner,25.02409638554217,1248.0,88.8,200.0,7.0,Maruti
2014,600000,110000,Diesel,Individual,Manual,First Owner,16.36144578313253,2499.0,72.4,171.0,10.0,Chevrolet
2015,525000,248000,Diesel,Individual,Manual,First Owner,29.87951807228916,1396.0,88.7,219.7,5.0,Hyundai
2012,315000,100000,Diesel,Individual,Manual,First Owner,,,,,,Toyota
2010,150000,70000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,69.0,135.0,5.0,Tata
2019,900000,35000,Diesel,Individual,Manual,First Owner,27.710843373493976,1498.0,98.96,205.0,5.0,Ford
2009,125000,141000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2018,445000,32995,Petrol,Dealer,Automatic,First Owner,27.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2011,300000,40000,Diesel,Individual,Manual,First Owner,22.048192771084338,1991.0,147.9,327.0,5.0,Chevrolet
2008,250000,90000,Diesel,Individual,Manual,Fourth & Above Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2016,750000,67600,Diesel,Individual,Automatic,First Owner,17.843373493975903,1998.0,163.7,360.0,5.0,Chevrolet
2015,420000,36000,Petrol,Individual,Manual,First Owner,27.567567567567565,1197.0,83.11,113.0,5.0,Maruti
2007,150000,60000,Petrol,Individual,Manual,Fourth & Above Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2014,409999,200000,Diesel,Individual,Manual,First Owner,28.42168674698795,1364.0,67.04,170.0,5.0,Toyota
2010,196000,110000,Petrol,Individual,Automatic,Third Owner,22.905405405405403,1197.0,78.9,111.8,5.0,Hyundai
2011,240000,80000,Petrol,Individual,Manual,Second Owner,22.432432432432435,1388.0,68.0,159.80392156862746,5.0,Ford
2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,23.289156626506024,1999.0,177.0,430.0,5.0,Jaguar
2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,26.686746987951807,1498.0,108.6,250.0,5.0,Volkswagen
2009,199000,70000,Petrol,Individual,Manual,Second Owner,27.513513513513512,1197.0,78.9,111.8,5.0,Hyundai
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,22.675675675675677,1496.0,88.73,132.0,5.0,Toyota
2011,290000,82500,Diesel,Individual,Manual,Second Owner,19.903614457831324,1991.0,123.7,305.0,5.0,Chevrolet
2013,667000,65000,Diesel,Individual,Manual,First Owner,17.590361445783135,2231.0,184.0,424.0,7.0,Chevrolet
2015,400000,40000,Petrol,Individual,Manual,First Owner,27.716216216216218,998.0,67.04,90.0,5.0,Maruti
2014,220000,40000,Petrol,Individual,Manual,First Owner,24.216216216216218,1086.0,62.1,96.1,5.0,Hyundai
2011,1000000,50000,Diesel,Individual,Automatic,First Owner,20.542168674698797,1995.0,184.0,380.0,5.0,BMW
2008,220000,85000,Diesel,Individual,Manual,Second Owner,20.24096385542169,1493.0,110.0,235.29411764705884,5.0,Hyundai
2013,245000,25000,Petrol,Individual,Manual,First Owner,24.594594594594593,1199.0,84.8,113.0,5.0,Chevrolet
2016,450000,40000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2011,210000,90000,Petrol,Individual,Manual,Second Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2013,3600000,50000,Diesel,Individual,Automatic,First Owner,14.144578313253014,2987.0,254.8,619.0,5.0,Mercedes-Benz
2011,310000,70000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2002,55000,100000,Petrol,Individual,Manual,Second Owner,23.37837837837838,993.0,60.0,78.0,5.0,Maruti
2011,400000,475000,Diesel,Individual,Manual,Third Owner,16.265060240963855,2179.0,115.0,277.5,5.0,Mahindra
2018,438999,25000,Petrol,Individual,Manual,First Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2015,850000,100000,Diesel,Individual,Manual,First Owner,15.650602409638555,2494.0,100.6,200.0,8.0,Toyota
2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,21.44578313253012,1248.0,75.0,190.0,5.0,Maruti
2013,850000,84000,Diesel,Individual,Automatic,Second Owner,20.433734939759038,1968.0,138.03,320.0,5.0,Volkswagen
